y,x0,x1,x2,x3,x4,x5,x6,x7
1.35,A1,A7,A2,0.0,125.0,0,A2,A2
3.999,A1,A3,A2,116.0,150.0,10,A0,A1
1.999,A0,A0,A1,120.0,150.0,4,A1,A1
2.75,A1,A2,A1,54.0,150.0,3,A0,A1
2.949,A1,A4,A1,116.0,150.0,10,A0,A1
8.0,A0,,A1,145.0,90.0,11,A0,A0
0.5,A0,A7,A0,0.0,150.0,8,A0,A2
4.75,A1,A7,A1,0.0,150.0,12,A1,A1
8.0,A0,A4,A0,177.0,5.0,5,A0,A2
5.4,A0,A0,A1,140.0,150.0,0,A1,A1
1.6,A0,A2,A1,75.0,150.0,4,A0,A1
1.15,A1,A2,A0,75.0,125.0,8,A0,A1
22.5,A1,A4,A0,245.0,150.0,2,A1,A1
2.149,A1,A7,A1,109.0,150.0,1,A2,A1
23.9,A1,A6,A0,170.0,20.0,7,A0,A1
1.8,A0,A4,A1,101.0,150.0,9,A0,A2
0.799,A1,A4,A1,101.0,150.0,7,A0,A1
7.6,A1,A8,A1,140.0,150.0,4,A1,A1
0.58,A0,A7,A1,150.0,150.0,0,A2,A0
15.45,A1,A4,A1,150.0,30.0,10,A1,A1
1.3,A1,A4,A1,101.0,150.0,1,A0,A1
0.9,A1,A2,A1,0.0,150.0,11,A0,A1
15.0,A1,A4,A0,445.0,150.0,9,A0,A1
14.5,A1,A4,A0,,150.0,2,A1,A1
6.999,A0,A4,A1,90.0,125.0,11,A1,A1
1.499,A0,A0,A1,150.0,150.0,11,A1,A1
1.89,A0,A2,A1,75.0,150.0,6,A0,A1
1.45,A0,,A0,150.0,70.0,9,A0,A2
1.7,A1,A3,A1,90.0,150.0,11,A0,A1
10.9,A0,A2,A1,68.0,60.0,5,A4,A1
5.35,A1,A0,A0,101.0,80.0,1,A1,A1
16.9,A0,A6,A0,,80.0,11,A0,A1
4.7,A0,A2,A1,125.0,150.0,4,A1,A1
0.45,A1,A0,A0,193.0,150.0,2,A0,A1
12.8,A0,A8,A1,174.0,150.0,12,A1,A0
1.5,A1,A5,A1,101.0,150.0,10,A0,A2
3.0,A0,A4,A1,163.0,150.0,11,A0,A1
9.6,A1,A0,A1,177.0,150.0,7,A1,A1
14.499,A0,,A0,300.0,90.0,11,A0,A1
4.9,A0,A4,A0,211.0,150.0,1,A0,A1
11.85,A0,A1,A1,,150.0,5,A1,A2
0.749,A0,A2,A1,54.0,150.0,12,A0,A2
2.3,A0,A7,A1,,150.0,0,A0,A1
3.85,A1,A0,A1,110.0,150.0,3,A1,A1
0.75,A0,A2,A1,,150.0,5,A0,A1
16.2,A0,A4,A1,150.0,40.0,12,A1,A1
2.15,A0,A4,A1,125.0,150.0,0,A0,A1
2.8,A0,A0,A0,170.0,150.0,1,A0,A1
1.1,A1,A7,A1,80.0,150.0,1,A2,A2
1.15,A0,A0,A1,75.0,150.0,9,A0,A1
15.0,A1,A8,A1,174.0,150.0,1,A1,A1
9.5,A0,A2,A1,200.0,125.0,1,A0,A1
4.0,A0,A4,A0,140.0,150.0,2,A1,A1
0.8,A0,A2,A2,0.0,150.0,8,A3,A2
2.1,A0,A0,A1,105.0,150.0,9,A0,A1
40.5,A0,A3,A1,379.0,70.0,11,A0,A1
9.899,A1,A0,A1,80.0,50.0,5,A0,A1
0.1,A0,A7,A1,0.0,125.0,0,A2,A2
0.4,A0,A2,A1,0.0,50.0,7,A0,A0
6.5,A1,A2,A1,,60.0,9,A0,A1
0.69,A1,A7,A0,,125.0,11,A0,A2
10.9,A0,A4,A1,116.0,125.0,9,A1,A1
2.0,A1,A3,A1,116.0,150.0,3,A0,A1
2.799,A0,A0,A1,163.0,150.0,4,A1,A1
8.499,A1,A6,A1,170.0,150.0,6,A0,A1
21.5,A1,A4,A0,245.0,150.0,10,A1,A1
4.49,A1,,A1,140.0,150.0,6,A1,A1
3.9,A0,A3,A0,,150.0,12,A0,A1
2.95,A1,,A1,54.0,90.0,2,A0,A1
3.0,A1,A0,A0,,150.0,10,A1,A0
3.75,A1,A0,A1,94.0,150.0,10,A1,A1
0.295,A1,A0,A0,0.0,150.0,6,A0,A1
11.0,A1,A4,A1,122.0,100.0,1,A2,A1
2.899,A1,A4,A1,150.0,150.0,9,A0,A1
45.999,A0,A3,A1,355.0,100.0,9,A0,A1
3.499,A0,A4,A1,200.0,150.0,2,A0,A1
4.35,A1,A6,A0,193.0,150.0,6,A0,A1
0.3,A1,A4,A1,90.0,100.0,3,A0,A0
2.45,A0,A7,A0,135.0,150.0,1,A0,A1
0.9,A1,A0,A1,0.0,150.0,10,A0,A1
2.2,A1,A2,A1,131.0,150.0,0,A1,A1
0.599,A1,A2,A2,75.0,150.0,0,A0,A1
2.65,A1,A0,A0,131.0,150.0,6,A1,A1
2.2,A0,A0,A1,125.0,150.0,4,A0,A1
0.7,A1,A4,A1,102.0,150.0,7,A0,A0
3.5,A1,,A1,101.0,150.0,11,A1,A1
7.8,A0,A4,A0,145.0,150.0,3,A0,A1
15.9,A1,A3,A1,200.0,100.0,12,A0,A1
5.2,A0,A4,A1,95.0,125.0,4,A0,A1
1.0,A1,A6,A1,90.0,150.0,7,A0,A2
0.5,A1,A2,A0,0.0,150.0,0,A0,A1
1.8,A0,A7,A1,75.0,150.0,5,A2,A1
15.5,A1,A3,A1,190.0,150.0,2,A1,A1
0.75,A1,A0,A1,101.0,150.0,0,A3,A1
0.999,A1,A2,A1,54.0,100.0,10,A0,A1
0.0,A0,A2,A1,0.0,150.0,0,A2,A2
1.35,A1,A2,A1,60.0,80.0,9,A0,A1
1.95,A0,A8,A0,150.0,150.0,4,A0,A1
0.99,A1,A2,A1,54.0,150.0,10,A0,A1
11.65,A0,A8,A1,120.0,50.0,11,A0,A1
0.2,A0,A4,A1,90.0,150.0,4,A0,A1
2.43,A0,A2,A1,,150.0,4,A3,A1
4.599,A0,,A1,55.0,150.0,0,A0,A1
0.8,A1,A0,A1,113.0,150.0,3,A0,A0
0.9,A1,A4,A0,88.0,70.0,4,A0,A1
2.5,A0,A3,A1,143.0,150.0,0,A0,A2
6.0,A0,A7,A1,140.0,125.0,10,A0,A2
0.5,A0,A4,A1,0.0,150.0,0,A0,A1
2.5,A0,A2,A1,0.0,125.0,0,A2,A2
16.8,A1,A5,A0,197.0,125.0,12,A1,A1
9.5,A0,A8,A1,106.0,50.0,2,A0,A1
2.75,A0,A8,A1,114.0,150.0,9,A1,A0
0.0,A1,A0,A1,150.0,150.0,0,A2,A2
0.5,A0,A2,A1,73.0,125.0,12,A0,A1
8.6,A0,A8,A1,114.0,150.0,8,A1,A1
0.0,A1,A0,A1,150.0,100.0,4,A1,A1
10.0,A1,A3,A0,476.0,125.0,10,A0,A0
0.9,A1,A4,A1,58.0,150.0,9,A0,A2
8.5,A1,A4,A1,140.0,60.0,1,A0,A1
1.262,A1,A2,A2,41.0,150.0,4,A0,A1
6.25,A0,A4,A1,140.0,150.0,11,A1,A1
7.5,A1,A7,A1,140.0,150.0,7,A2,A2
10.5,A0,A4,A0,363.0,125.0,2,A0,A1
1.45,A1,A4,A1,114.0,125.0,0,A0,A1
15.99,A1,A4,A1,120.0,5.0,10,A1,A1
0.7,A0,A2,A1,135.0,150.0,9,A0,A0
2.9,A1,A2,A1,,125.0,11,A0,A2
0.0,A1,A7,A2,,150.0,0,A2,A2
4.599,A0,A4,A0,90.0,125.0,1,A1,A1
1.8,A1,A0,A0,143.0,150.0,0,A1,A2
5.4,A0,A2,A1,69.0,60.0,8,A0,A2
4.0,A0,A4,A1,170.0,150.0,5,A0,A0
16.2,A0,A0,A1,177.0,100.0,12,A1,A1
0.3,A0,A4,A1,136.0,150.0,8,A3,A1
7.6,A0,A2,A1,69.0,20.0,5,A0,A1
12.65,A1,A8,A1,140.0,150.0,3,A1,A1
1.62,A1,A2,A1,75.0,150.0,5,A0,A1
0.93,A0,A2,A1,55.0,150.0,11,A0,A1
1.85,A0,A7,A0,0.0,100.0,0,A0,A2
3.888,A1,A0,A1,121.0,150.0,10,A1,A1
6.59,A0,A4,A1,102.0,100.0,12,A0,A1
1.8,A0,A4,A0,136.0,150.0,4,A0,A2
0.6,A1,A7,A1,75.0,150.0,4,A0,A2
2.6,A1,A4,A2,0.0,150.0,10,A1,A2
7.5,A0,A0,A1,116.0,150.0,7,A1,A1
4.99,A0,,A1,109.0,60.0,3,A0,A1
2.7,A1,A0,A0,179.0,30.0,4,A1,A1
3.65,A1,A8,A1,80.0,150.0,9,A1,A1
12.5,A0,A8,A0,150.0,150.0,5,A1,A1
6.3,A1,A4,A1,80.0,150.0,8,A0,A1
1.5,A1,A2,A1,72.0,80.0,4,A0,A1
15.1,A0,A5,A1,,80.0,1,A1,A1
11.5,A1,A4,A1,82.0,90.0,4,A1,A1
0.99,A0,A7,A0,110.0,150.0,11,A1,A2
4.6,A0,A4,A1,102.0,150.0,5,A0,A1
4.75,A0,A4,A1,102.0,150.0,4,A0,A1
4.3,A1,A0,A0,179.0,30.0,5,A1,A1
19.599,A0,A6,A1,184.0,60.0,12,A0,A1
10.999,A0,A0,A0,344.0,150.0,7,A0,A1
0.55,A0,A2,A1,80.0,150.0,3,A0,A1
2.4,A1,A0,A1,125.0,150.0,9,A1,A0
7.799,A0,A0,A0,218.0,150.0,10,A1,A1
3.499,A1,A0,A0,192.0,150.0,7,A3,A0
0.599,A1,A4,A1,95.0,150.0,9,A3,A0
0.85,A0,A2,A1,45.0,150.0,12,A0,A1
16.8,A0,A5,A1,136.0,90.0,2,A1,A1
2.3,A1,A0,A1,116.0,150.0,5,A1,A0
2.8,A0,A8,A1,68.0,150.0,4,A1,A1
12.7,A1,A4,A0,105.0,125.0,1,A1,A1
8.7,A1,,A0,232.0,150.0,11,A1,A2
1.25,A0,A4,A0,102.0,150.0,0,A0,A2
4.1,A1,A0,A1,163.0,150.0,1,A0,A1
7.75,A1,A2,A1,60.0,5.0,12,A0,A1
2.3,A0,A4,A1,150.0,150.0,6,A0,A2
8.79,A0,A6,A0,163.0,150.0,5,A0,A1
0.6,A1,A2,A1,0.0,100.0,0,A1,A2
2.5,A1,A0,A1,115.0,150.0,8,A0,A1
2.5,A1,A6,A1,110.0,5.0,4,A0,A1
17.49,A0,A8,A1,105.0,20.0,1,A0,A1
6.895,A0,A0,A1,122.0,150.0,9,A0,A2
9.999,A0,A3,A0,218.0,150.0,4,A0,A1
5.0,A0,,A0,160.0,150.0,0,A1,A2
0.999,A0,A8,A1,77.0,150.0,8,A1,A1
2.6,A0,A0,A1,131.0,150.0,2,A2,A2
3.25,A1,A4,A1,,150.0,3,A0,A1
0.999,A1,A2,A1,,150.0,8,A0,A1
6.95,A1,A2,A1,82.0,70.0,12,A0,A1
2.7,A0,A4,A1,110.0,150.0,10,A1,A1
7.6,A1,A0,A1,105.0,90.0,5,A0,A1
0.0,A0,A4,A1,75.0,125.0,5,A2,A0
0.5,A0,A7,A1,75.0,150.0,0,A0,A2
1.8,A1,A7,A1,98.0,150.0,6,A2,A2
1.6,A1,A7,A1,115.0,150.0,0,A0,A1
5.6,A0,A2,A1,,80.0,8,A0,A1
2.0,A0,,A1,90.0,150.0,3,A1,A1
4.35,A0,A7,A1,60.0,90.0,11,A2,A1
0.49,A1,A2,A1,75.0,150.0,10,A0,A2
1.25,A1,A4,A0,115.0,150.0,1,A0,A0
0.8,A1,A0,A1,75.0,150.0,5,A1,A1
9.5,A1,,A1,192.0,150.0,2,A0,A1
2.0,A1,A8,A1,70.0,100.0,4,A0,A2
0.9,A0,A7,A2,,150.0,0,A0,A2
2.9,A1,A6,A0,61.0,125.0,5,A0,A1
7.3,A1,A4,A0,120.0,125.0,1,A0,A1
0.75,A0,A8,A1,58.0,150.0,11,A0,A1
2.5,A1,A6,A2,0.0,90.0,0,A2,A1
7.999,A0,A4,A1,140.0,125.0,11,A1,A1
1.55,A1,A2,A1,120.0,150.0,10,A1,A1
0.9,A0,A7,A1,90.0,150.0,2,A2,A2
1.1,A0,A2,A1,58.0,150.0,2,A0,A0
0.99,A1,A2,A1,60.0,125.0,3,A0,A1
4.9,A1,A2,A1,0.0,100.0,11,A1,A1
4.5,A1,,A1,105.0,125.0,7,A0,A2
8.25,A1,A4,A0,150.0,100.0,3,A0,A1
3.5,A1,A4,A0,0.0,150.0,3,A1,A1
0.9,A0,A0,A1,95.0,150.0,12,A0,A1
7.6,A0,,A0,170.0,150.0,1,A1,A1
4.5,A0,A6,A1,125.0,150.0,0,A0,A2
6.495,A0,,A1,102.0,90.0,6,A0,A1
0.65,A0,A0,A1,85.0,150.0,2,A0,A2
10.4,A1,A4,A0,163.0,125.0,1,A0,A1
1.8,A0,A7,A1,100.0,150.0,1,A1,A0
8.949,A0,A0,A1,180.0,150.0,4,A1,A1
2.499,A0,A4,A0,231.0,150.0,7,A3,A1
11.5,A1,,A0,326.0,150.0,9,A1,A1
0.6,A0,A2,A1,45.0,150.0,11,A0,A1
2.2,A1,A2,A1,58.0,125.0,7,A2,A2
3.1,A0,A4,A1,120.0,150.0,10,A0,A1
10.0,A0,A6,A1,111.0,70.0,3,A1,A1
3.5,A1,A0,A1,130.0,150.0,3,A1,A1
0.999,A0,A2,A1,75.0,20.0,8,A0,A1
6.15,A0,A0,A1,143.0,125.0,12,A0,A1
0.5,A1,A2,A1,86.0,100.0,3,A0,A0
7.1,A0,A5,A1,140.0,150.0,12,A1,A1
3.699,A0,A8,A1,105.0,150.0,9,A1,A1
1.299,A0,A4,A1,58.0,150.0,5,A0,A2
3.2,A0,A4,A0,,40.0,12,A0,A1
1.65,A1,A0,A0,165.0,150.0,11,A0,A1
0.999,A0,A7,A0,59.0,150.0,9,A0,A0
10.4,A1,,A1,238.0,150.0,7,A1,A1
2.699,A1,A4,A1,116.0,150.0,10,A1,A1
1.5,A0,A0,A1,,125.0,8,A0,A1
0.0,A0,A7,A1,0.0,150.0,9,A0,A2
2.0,A0,A4,A1,90.0,150.0,3,A0,A2
2.0,A0,A6,A1,90.0,150.0,1,A1,A1
1.75,A0,,A1,84.0,150.0,5,A1,A1
7.25,A0,A4,A1,122.0,90.0,3,A0,A2
2.5,A0,A4,A1,,150.0,5,A0,A1
5.8,A0,A0,A0,131.0,150.0,1,A0,A1
12.5,A0,A6,A0,140.0,125.0,11,A1,A1
2.49,A0,A4,A0,116.0,150.0,4,A0,A1
0.35,A0,A7,A1,0.0,150.0,5,A0,A2
9.49,A0,A5,A1,107.0,100.0,2,A1,A1
2.8,A1,A2,A1,67.0,125.0,5,A0,A1
2.45,A0,A0,A0,193.0,150.0,3,A0,A1
8.0,A1,A4,A1,150.0,150.0,12,A0,A1
5.89,A1,,A1,82.0,125.0,5,A0,A1
2.3,A0,A2,A1,54.0,150.0,5,A2,A1
0.949,A1,A2,A1,58.0,150.0,7,A0,A0
6.8,A1,A5,A0,250.0,125.0,12,A1,A0
1.35,A1,A2,A1,69.0,100.0,6,A0,A2
5.95,A0,A4,A0,170.0,20.0,7,A0,A0
19.99,A0,A4,A1,116.0,20.0,4,A1,A1
2.399,A0,A2,A0,75.0,90.0,5,A0,A1
24.96,A1,A0,A0,150.0,40.0,1,A1,A1
3.45,A0,A0,A1,128.0,150.0,6,A1,A1
20.789,A1,A7,A1,143.0,50.0,0,A1,A2
0.9,A1,A2,A0,90.0,150.0,0,A0,A1
2.55,A1,A2,A1,63.0,60.0,9,A0,A1
7.399,A0,A0,A1,140.0,150.0,5,A1,A1
1.45,A0,A2,A0,,150.0,2,A0,A0
1.111,A0,A2,A1,60.0,150.0,4,A0,A1
0.6,A0,A7,A1,120.0,150.0,6,A2,A1
7.5,A1,A4,A0,249.0,150.0,4,A0,A1
3.75,A1,A8,A1,77.0,150.0,9,A0,A1
1.001,A0,A0,A0,116.0,150.0,4,A0,A0
2.05,A1,A4,A1,105.0,150.0,1,A0,A1
0.399,A1,A3,A1,102.0,150.0,3,A0,A1
0.0,A0,,A1,59.0,20.0,6,A2,A1
0.2,A1,A7,A1,54.0,100.0,7,A2,A2
1.7,A0,A7,A0,0.0,150.0,3,A0,A1
5.75,A1,A6,A0,218.0,150.0,1,A0,A1
0.5,A0,A4,A2,0.0,150.0,11,A0,A0
7.99,A1,A6,A1,150.0,90.0,4,A0,A1
47.0,A0,A5,A0,204.0,5.0,5,A1,A1
3.55,A0,A2,A2,61.0,125.0,6,A0,A1
2.3,A1,A4,A1,75.0,60.0,12,A0,A1
2.2,A0,A3,A1,143.0,150.0,6,A0,A1
6.35,A0,A5,A0,163.0,150.0,4,A1,A0
1.69,A0,A1,A1,75.0,150.0,8,A0,A1
15.0,A0,A3,A2,0.0,150.0,7,A2,A1
3.5,A1,A4,A1,192.0,150.0,11,A0,A1
3.2,A1,A0,A0,163.0,150.0,11,A1,A1
2.999,A1,A3,A1,115.0,150.0,11,A0,A1
0.001,A1,A0,A0,286.0,150.0,4,A0,A0
2.8,A1,A5,A1,116.0,125.0,12,A1,A1
0.0,A1,A4,A1,115.0,70.0,3,A0,A2
9.999,A1,A8,A1,140.0,150.0,12,A1,A1
5.29,A0,A4,A1,105.0,150.0,2,A1,A1
6.5,A1,A0,A0,105.0,150.0,1,A1,A1
1.2,A0,A8,A1,,150.0,0,A2,A2
9.99,A0,A4,A0,122.0,100.0,3,A0,A1
11.99,A0,A2,A1,105.0,70.0,10,A0,A1
4.4,A1,A2,A1,69.0,100.0,10,A0,A1
6.5,A1,A4,A1,116.0,100.0,5,A0,A1
1.95,A0,A4,A1,118.0,150.0,1,A0,A1
4.5,A1,A4,A1,83.0,150.0,9,A0,A1
5.79,A0,A0,A1,136.0,125.0,5,A1,A2
5.1,A0,A7,A1,112.0,125.0,8,A0,A1
0.6,A1,A2,A1,48.0,150.0,6,A0,A2
1.2,A0,A7,A2,101.0,150.0,0,A0,A2
4.6,A1,A7,A1,118.0,150.0,0,A0,A2
11.4,A0,A0,A1,140.0,90.0,3,A0,A1
0.0,A0,A4,A2,75.0,150.0,0,A2,A2
14.95,A1,,A1,90.0,20.0,12,A1,A1
9.59,A0,A5,A1,150.0,150.0,11,A1,A1
1.5,A1,A7,A2,0.0,150.0,3,A0,A2
35.99,A1,A5,A0,250.0,60.0,12,A1,A1
5.686,A1,A6,A1,136.0,150.0,4,A0,A1
1.3,A0,A8,A1,109.0,150.0,10,A1,A1
1.18,A0,A2,A1,60.0,150.0,10,A0,A1
4.49,A1,A8,A1,101.0,150.0,5,A2,A1
0.2,A0,A2,A0,55.0,150.0,7,A0,A0
18.5,A0,A6,A1,306.0,150.0,5,A0,A1
6.5,A0,A6,A2,98.0,150.0,4,A0,A2
7.8,A1,A3,A0,,125.0,3,A0,A1
6.0,A1,A4,A1,190.0,150.0,4,A0,A0
0.0,A0,,A1,136.0,150.0,9,A0,A0
0.0,A1,A4,A0,367.0,150.0,12,A0,A1
0.55,A0,A2,A1,50.0,150.0,9,A0,A2
9.999,A0,A4,A1,226.0,125.0,4,A2,A1
2.65,A1,A4,A1,105.0,150.0,11,A0,A1
2.8,A0,A7,A1,109.0,150.0,6,A2,A2
8.75,A0,A0,A1,140.0,150.0,8,A1,A1
2.5,A1,A6,A2,98.0,150.0,6,A0,A1
10.499,A1,A4,A0,170.0,150.0,8,A1,A1
0.3,A0,A7,A1,75.0,150.0,0,A2,A2
1.5,A1,A3,A1,124.0,150.0,0,A0,A2
29.5,A0,A8,A1,150.0,70.0,11,A1,A1
6.5,A0,A7,A1,193.0,125.0,2,A0,A2
0.199,A1,A4,A1,75.0,150.0,2,A0,A0
15.89,A0,A0,A0,170.0,150.0,7,A1,A1
0.0,A0,,A1,101.0,150.0,0,A1,A2
2.1,A1,A3,A1,105.0,150.0,1,A1,A0
16.999,A1,A5,A1,135.0,40.0,5,A0,A1
1.0,A1,A7,A1,0.0,150.0,1,A2,A0
3.49,A0,A2,A0,88.0,90.0,3,A0,A1
6.5,A1,A7,A2,68.0,20.0,1,A0,A2
0.199,A0,A4,A1,0.0,150.0,9,A0,A1
5.9,A1,A6,A0,71.0,50.0,4,A0,A1
2.0,A0,A2,A1,60.0,100.0,4,A0,A1
2.0,A0,A8,A1,139.0,100.0,12,A0,A0
2.8,A1,A7,A1,125.0,150.0,0,A2,A1
5.5,A1,A7,A2,0.0,100.0,0,A2,A2
11.5,A0,A7,A1,143.0,150.0,1,A2,A1
5.8,A1,A4,A0,140.0,150.0,11,A1,A1
2.9,A0,A8,A1,0.0,80.0,1,A0,A1
13.45,A0,A4,A1,,70.0,3,A0,A1
17.45,A0,A4,A1,,20.0,2,A0,A1
2.15,A1,A0,A0,122.0,150.0,10,A0,A1
11.8,A0,A4,A1,136.0,150.0,1,A1,A1
9.19,A1,A2,A1,75.0,50.0,6,A0,A1
7.8,A0,A1,A1,139.0,150.0,6,A1,A2
3.0,A1,A4,A1,,150.0,0,A2,A1
0.95,A0,A4,A1,122.0,150.0,11,A0,A1
2.399,A0,A0,A1,101.0,150.0,12,A1,A1
1.5,A1,A8,A1,90.0,150.0,8,A1,A0
2.1,A1,A0,A0,150.0,150.0,10,A1,A0
0.9,A1,A2,A1,60.0,150.0,9,A0,A1
0.0,A0,A4,A0,286.0,150.0,0,A0,A2
2.499,A1,A0,A1,239.0,150.0,6,A0,A1
5.3,A0,A2,A0,87.0,50.0,12,A0,A1
2.599,A1,A8,A1,192.0,150.0,7,A0,A1
0.69,A0,A2,A1,60.0,80.0,12,A0,A1
0.6,A0,A0,A1,115.0,150.0,0,A0,A0
1.29,A0,A4,A1,,150.0,2,A0,A2
5.35,A1,A4,A0,150.0,150.0,11,A1,A0
2.899,A1,A2,A1,,150.0,7,A0,A1
0.65,A0,A2,A1,60.0,150.0,11,A2,A1
7.0,A1,A8,A1,179.0,80.0,5,A0,A1
4.321,A1,A0,A1,115.0,150.0,9,A1,A1
3.999,A1,A6,A1,110.0,100.0,5,A0,A1
18.0,A0,A7,A2,0.0,10.0,0,A0,A2
7.0,A1,A8,A0,105.0,150.0,4,A1,A1
7.69,A0,A4,A1,,20.0,12,A0,A0
2.75,A1,A3,A0,231.0,150.0,8,A0,A0
3.65,A1,,A1,0.0,150.0,0,A1,A2
8.5,A1,A8,A1,116.0,150.0,5,A1,A1
7.35,A1,A4,A1,241.0,150.0,4,A0,A1
3.85,A0,A4,A1,,100.0,11,A0,A2
2.85,A0,A4,A1,150.0,150.0,3,A1,A1
5.95,A1,A8,A0,120.0,150.0,11,A1,A1
4.75,A0,A7,A1,101.0,150.0,1,A1,A1
8.5,A1,A0,A1,230.0,150.0,11,A0,A1
0.25,A1,A4,A1,75.0,150.0,11,A0,A0
1.9,A1,A0,A1,179.0,150.0,8,A1,A1
0.001,A0,A4,A2,0.0,5.0,1,A2,A0
3.0,A0,A4,A0,163.0,150.0,5,A2,A1
27.9,A0,A4,A0,258.0,50.0,11,A1,A1
0.5,A0,A2,A1,48.0,150.0,5,A0,A2
1.3,A1,A2,A1,102.0,150.0,10,A0,A0
2.2,A0,A2,A1,,125.0,12,A0,A1
14.5,A0,A6,A0,,150.0,7,A0,A2
5.0,A1,A8,A1,140.0,150.0,7,A1,A1
10.0,A0,A7,A2,140.0,150.0,0,A1,A2
3.2,A1,A0,A0,204.0,150.0,7,A1,A2
2.75,A0,A0,A1,73.0,150.0,6,A0,A1
0.001,A0,A2,A1,0.0,150.0,5,A0,A0
3.2,A0,A4,A1,105.0,125.0,4,A0,A1
7.9,A0,,A1,105.0,150.0,1,A1,A1
6.8,A1,A4,A0,150.0,150.0,8,A0,A1
11.0,A1,A6,A1,,150.0,7,A0,A1
0.25,A1,A7,A1,65.0,125.0,9,A0,A2
3.5,A0,A0,A1,90.0,150.0,11,A1,A1
4.5,A1,A8,A1,156.0,150.0,3,A0,A1
0.5,A0,A0,A1,,150.0,0,A2,A2
10.75,A0,A6,A1,241.0,125.0,7,A0,A0
1.2,A1,A4,A1,101.0,150.0,3,A0,A1
10.8,A0,A4,A1,,125.0,11,A1,A1
5.5,A1,A2,A2,61.0,50.0,12,A0,A1
4.2,A1,A2,A1,64.0,30.0,11,A0,A1
1.7,A0,,A1,126.0,150.0,2,A1,A2
21.0,A0,A8,A1,102.0,60.0,6,A1,A1
0.0,A1,A7,A1,750.0,150.0,8,A0,A1
1.1,A1,A0,A0,150.0,150.0,4,A0,A1
3.8,A1,A2,A1,,125.0,2,A0,A1
0.9,A1,A4,A1,0.0,150.0,1,A0,A2
0.3,A1,A7,A1,0.0,150.0,6,A2,A1
3.999,A0,A8,A1,77.0,60.0,12,A1,A1
8.0,A1,A4,A0,204.0,150.0,6,A1,A1
2.35,A1,A2,A1,75.0,150.0,3,A0,A1
22.8,A1,A3,A0,286.0,150.0,1,A1,A1
12.5,A0,A4,A0,355.0,150.0,10,A0,A1
1.399,A0,A4,A0,136.0,150.0,5,A0,A1
4.899,A1,A4,A1,102.0,150.0,6,A0,A1
5.4,A1,A6,A1,75.0,150.0,2,A0,A1
22.9,A1,A3,A0,,125.0,2,A0,A1
1.35,A1,A0,A1,109.0,150.0,1,A0,A0
4.5,A1,A6,A1,192.0,125.0,6,A0,A1
0.999,A0,A7,A2,0.0,80.0,0,A2,A2
0.8,A0,A3,A1,140.0,150.0,7,A0,A2
0.3,A0,A0,A1,101.0,150.0,7,A0,A0
1.5,A1,A0,A1,101.0,150.0,7,A0,A1
1.0,A0,A2,A1,,150.0,1,A0,A1
1.8,A0,A7,A1,150.0,150.0,6,A0,A2
14.5,A0,A4,A0,200.0,80.0,9,A0,A1
0.2,A0,A4,A1,0.0,150.0,12,A0,A2
0.6,A0,A0,A1,102.0,150.0,3,A0,A0
0.0,A1,A2,A1,60.0,125.0,12,A0,A1
11.5,A1,A3,A0,160.0,150.0,4,A0,A1
1.5,A1,A0,A0,125.0,150.0,4,A0,A1
1.199,A0,A2,A1,65.0,100.0,4,A0,A1
0.85,A1,A2,A0,0.0,125.0,6,A0,A1
7.35,A0,A4,A1,150.0,150.0,10,A1,A1
2.5,A0,A8,A1,85.0,90.0,5,A1,A1
1.0,A1,A8,A1,90.0,150.0,3,A1,A1
8.999,A0,A4,A0,170.0,150.0,8,A1,A2
0.2,A0,A2,A1,50.0,150.0,2,A0,A0
1.3,A0,A2,A1,50.0,80.0,4,A0,A1
23.25,A1,A0,A1,177.0,70.0,5,A1,A1
2.5,A1,A7,A1,150.0,150.0,0,A1,A0
3.0,A1,A6,A1,95.0,150.0,3,A0,A1
0.75,A1,A7,A1,0.0,5.0,2,A2,A2
1.0,A0,A4,A0,101.0,150.0,0,A0,A2
1.0,A1,,A1,60.0,150.0,10,A0,A2
0.65,A0,A8,A1,107.0,150.0,9,A0,A1
1.85,A1,A7,A1,83.0,150.0,10,A2,A1
19.98,A0,A6,A1,272.0,100.0,4,A0,A1
0.98,A1,A2,A1,60.0,100.0,2,A0,A1
6.8,A0,A0,A0,177.0,150.0,6,A1,A1
28.99,A0,A4,A0,241.0,100.0,8,A1,A1
9.8,A1,A3,A1,136.0,150.0,5,A0,A1
2.69,A0,A4,A1,116.0,150.0,9,A0,A1
3.99,A1,A8,A1,87.0,125.0,8,A0,A1
3.4,A0,A4,A1,109.0,150.0,8,A1,A1
88.0,A1,A5,A0,380.0,40.0,10,A1,A1
2.399,A0,A0,A0,0.0,150.0,10,A0,A1
0.899,A0,A2,A1,60.0,150.0,1,A0,A1
4.444,A0,A2,A0,0.0,40.0,12,A0,A1
4.5,A0,A0,A0,105.0,150.0,5,A1,A1
3.0,A1,A0,A1,,150.0,11,A1,A0
9.9,A0,A8,A1,102.0,80.0,4,A1,A1
0.3,A0,A7,A2,0.0,150.0,0,A2,A2
18.9,A0,A5,A0,235.0,150.0,7,A1,A1
1.649,A1,A4,A1,75.0,150.0,7,A0,A1
0.0,A1,A7,A1,0.0,150.0,0,A2,A0
0.65,A1,A2,A1,,150.0,10,A0,A1
